length_mm,width_mm,height_mm,thickness_mm,area_mm2,moment_of_inertia_mm4,material_name,youngs_modulus_MPa,poisson_ratio,yield_strength_MPa,density_kg_m3,force_N,moment_Nmm,pressure_MPa,torque_Nmm,load_type,boundary_condition,max_stress_MPa,von_mises_stress_MPa,safety_factor,deflection_mm,strain
1424.24,83.67,75.64,33.45,2798.73,3017718.72,Stainless_Steel_304,193000,0.29,215,8000,34878.79,69696.97,19.39,34848.48,1,1,34.25,34.28,6.28,57.6227,0.000177
1443.43,87.55,78.08,35.1,3073.34,3472546.23,Aluminum_6061,69000,0.33,276,2700,35382.83,70707.07,20.41,35353.54,2,2,44.34,44.47,6.22,147.6173,0.000643
1462.63,91.43,80.51,36.76,3360.79,3976452.61,Steel_AISI_1020,200000,0.29,350,7850,35886.87,71717.17,21.43,35858.59,0,0,42.41,42.61,8.25,46.8387,0.000212
1481.82,95.31,82.95,38.41,3661.07,4532821.2,Titanium_Ti6Al4V,113800,0.342,880,4430,36390.91,72727.27,22.45,36363.64,1,1,27.13,27.31,32.44,76.0021,0.000238
1501.01,99.18,85.38,40.07,3974.19,5145147.42,Copper_C11000,117000,0.355,220,8940,36894.95,73737.37,23.47,36868.69,2,2,35.52,35.82,6.19,68.499,0.000304
1520.2,103.06,87.82,41.72,4300.14,5817038.77,Stainless_Steel_304,193000,0.29,215,8000,37398.99,74747.47,24.49,37373.74,0,0,39.85,40.27,5.4,38.6084,0.000206
1539.39,106.94,90.26,43.38,4638.93,6552214.86,Aluminum_6061,69000,0.33,276,2700,37903.03,75757.58,25.51,37878.79,1,1,22.16,22.42,12.46,100.7244,0.000321
1558.59,110.82,92.69,45.03,4990.56,7354507.37,Steel_AISI_1020,200000,0.29,350,7850,38407.07,76767.68,26.53,38383.84,2,2,29.27,29.67,11.96,32.5081,0.000146
1577.78,114.69,95.13,46.69,5355.02,8227860.07,Titanium_Ti6Al4V,113800,0.342,880,4430,38911.11,77777.78,27.55,38888.89,0,0,39.09,39.68,22.51,53.5963,0.000343
1596.97,118.57,97.56,48.34,5732.32,9176328.84,Copper_C11000,117000,0.355,220,8940,39415.15,78787.88,28.57,39393.94,1,1,18.55,18.85,11.86,49.034,0.000159
1616.16,122.45,100.0,50.0,6122.45,10204081.63,Stainless_Steel_304,193000,0.29,215,8000,39919.19,79797.98,29.59,39898.99,2,2,24.68,25.12,8.71,28.0298,0.000128
1635.35,126.33,5.0,2.0,252.65,1315.9,Aluminum_6061,69000,0.33,276,2700,40423.23,80808.08,30.61,40404.04,0,0,449.17,457.49,0.61,637237.5219,0.00651
1654.55,130.2,7.44,3.66,475.92,4461.12,Steel_AISI_1020,200000,0.29,350,7850,40927.27,81818.18,31.63,40909.09,1,1,255.1,260.02,1.37,67944.7228,0.001275
1673.74,134.08,9.87,5.31,712.02,10749.21,Titanium_Ti6Al4V,113800,0.342,880,4430,41431.31,82828.28,32.65,41414.14,2,2,230.11,234.68,3.82,51904.9046,0.002022
1692.93,137.96,12.31,6.97,960.96,21433.8,Copper_C11000,117000,0.355,220,8940,41935.35,83838.38,33.67,41919.19,0,0,134.64,137.36,1.63,26508.8121,0.001151
1712.12,141.84,14.74,8.62,1222.73,37880.63,Stainless_Steel_304,193000,0.29,215,8000,42439.39,84848.48,34.69,42424.24,1,1,97.85,99.85,2.2,9517.1471,0.000507
1731.31,145.71,17.18,10.28,1497.34,61567.49,Aluminum_6061,69000,0.33,276,2700,42943.43,85858.59,35.71,42929.29,2,2,110.88,113.14,2.49,17137.6054,0.001607
1750.51,149.59,19.62,11.93,1784.79,94084.29,Steel_AISI_1020,200000,0.29,350,7850,43447.47,86868.69,36.73,43434.34,0,0,86.28,88.02,4.06,4047.0761,0.000431
1769.7,153.47,22.05,13.59,2085.07,137133.02,Titanium_Ti6Al4V,113800,0.342,880,4430,43951.52,87878.79,37.76,43939.39,1,1,58.32,59.46,15.09,5102.8652,0.000512
1788.89,157.35,24.49,15.24,2398.18,192527.75,Copper_C11000,117000,0.355,220,8940,44455.56,88888.89,38.78,44444.44,2,2,71.08,72.43,3.1,3695.761,0.000608
1808.08,161.22,26.92,16.9,2724.14,262194.66,Stainless_Steel_304,193000,0.29,215,8000,44959.6,89898.99,39.8,44949.49,0,0,69.57,70.84,3.09,1719.3449,0.00036
1827.27,165.1,29.36,18.55,3062.93,348171.99,Aluminum_6061,69000,0.33,276,2700,45463.64,90909.09,40.82,45454.55,1,1,40.76,41.46,6.77,3783.8967,0.000591
1846.46,168.98,31.79,20.21,3414.55,452610.1,Steel_AISI_1020,200000,0.29,350,7850,45967.68,91919.19,41.84,45959.6,2,2,51.51,52.33,6.79,1048.9206,0.000258
1865.66,172.86,34.23,21.86,3779.01,577771.43,Titanium_Ti6Al4V,113800,0.342,880,4430,46471.72,92929.29,42.86,46464.65,0,0,62.87,63.79,14.0,1507.9558,0.000552
1884.85,176.73,36.67,23.52,4156.31,726030.49,Copper_C11000,117000,0.355,220,8940,46975.76,93939.39,43.88,46969.7,1,1,30.98,31.38,7.1,1218.4553,0.000265
1904.04,180.61,39.1,25.17,4546.45,899873.9,Stainless_Steel_304,193000,0.29,215,8000,47479.8,94949.49,44.9,47474.75,2,2,40.01,40.47,5.37,621.9353,0.000207
1923.23,184.49,41.54,26.83,4949.42,1101900.37,Aluminum_6061,69000,0.33,276,2700,47983.84,95959.6,45.92,47979.8,0,0,60.5,61.08,4.56,1482.1552,0.000877
1942.42,188.37,43.97,28.48,5365.22,1334820.68,Steel_AISI_1020,200000,0.29,350,7850,48487.88,96969.7,46.94,48484.85,1,1,24.8,25.0,14.11,440.2467,0.000124
1961.62,192.24,46.41,30.14,5793.86,1601457.73,Titanium_Ti6Al4V,113800,0.342,880,4430,48991.92,97979.8,47.96,48989.9,2,2,32.5,32.69,27.08,672.3781,0.000286
1980.81,196.12,48.85,31.79,6235.34,1904746.48,Copper_C11000,117000,0.355,220,8940,49495.96,98989.9,48.98,49494.95,0,0,60.32,60.56,3.65,573.0917,0.000516
2000.0,200.0,51.28,33.45,6689.66,2247734.0,Stainless_Steel_304,193000,0.29,215,8000,50000.0,100000.0,50.0,50000.0,1,1,20.57,20.61,10.45,306.739,0.000107
100.0,10.0,53.72,35.1,351.03,129174.57,Aluminum_6061,69000,0.33,276,2700,100.0,0.0,0.0,0.0,2,2,1.08,1.08,254.43,0.0037,1.6e-05
119.19,13.88,56.15,36.76,510.12,204771.78,Steel_AISI_1020,200000,0.29,350,7850,604.04,1010.1,1.02,505.05,0,0,3.82,3.81,91.74,0.0083,1.9e-05
138.38,17.76,58.59,38.41,682.04,297582.04,Titanium_Ti6Al4V,113800,0.342,880,4430,1108.08,2020.2,2.04,1010.1,1,1,4.52,4.5,194.87,0.029,4e-05
157.58,21.63,61.03,40.07,866.8,409699.65,Copper_C11000,117000,0.355,220,8940,1612.12,3030.3,3.06,1515.15,2,2,7.27,7.23,30.26,0.0441,6.2e-05
176.77,25.51,63.46,41.72,1064.39,543330.99,Stainless_Steel_304,193000,0.29,215,8000,2116.16,4040.4,4.08,2020.2,0,0,8.08,8.02,26.61,0.0374,4.2e-05
195.96,29.39,65.9,43.38,1274.82,700794.55,Aluminum_6061,69000,0.33,276,2700,2620.2,5050.51,5.1,2525.25,1,1,5.76,5.7,47.95,0.1372,8.3e-05
215.15,33.27,68.33,45.03,1498.09,884520.9,Steel_AISI_1020,200000,0.29,350,7850,3124.24,6060.61,6.12,3030.3,2,2,8.21,8.11,42.65,0.0593,4.1e-05
234.34,37.14,70.77,46.69,1734.19,1097052.69,Titanium_Ti6Al4V,113800,0.342,880,4430,3628.28,7070.71,7.14,3535.35,0,0,10.9,10.76,80.76,0.1263,9.6e-05
253.54,41.02,73.21,48.34,1983.12,1341044.68,Copper_C11000,117000,0.355,220,8940,4132.32,8080.81,8.16,4040.4,1,1,5.86,5.78,37.54,0.1451,5e-05
272.73,44.9,75.64,50.0,2244.9,1619263.71,Stainless_Steel_304,193000,0.29,215,8000,4636.36,9090.91,9.18,4545.45,2,2,8.16,8.03,26.35,0.1019,4.2e-05
291.92,48.78,78.08,2.0,97.55,1934588.69,Aluminum_6061,69000,0.33,276,2700,5140.4,10101.01,10.2,5050.51,0,0,153.27,150.73,1.8,0.3247,0.002221
311.11,52.65,80.51,3.66,192.46,2290010.65,Steel_AISI_1020,200000,0.29,350,7850,5644.44,11111.11,11.22,5555.56,1,1,80.85,79.44,4.33,0.1259,0.000404
330.3,56.53,82.95,5.31,300.2,2688632.7,Titanium_Ti6Al4V,113800,0.342,880,4430,6148.48,12121.21,12.24,6060.61,2,2,79.6,78.14,11.06,0.2459,0.000699
349.49,60.41,85.38,6.97,420.77,3133670.03,Copper_C11000,117000,0.355,220,8940,6652.53,13131.31,13.27,6565.66,0,0,51.36,50.38,4.28,0.2632,0.000439
368.69,64.29,87.82,8.62,554.19,3628449.93,Stainless_Steel_304,193000,0.29,215,8000,7156.57,14141.41,14.29,7070.71,1,1,35.73,35.04,6.02,0.1741,0.000185
387.88,68.16,90.26,10.28,700.44,4176411.76,Aluminum_6061,69000,0.33,276,2700,7660.61,15151.52,15.31,7575.76,2,2,42.62,41.78,6.48,0.5274,0.000618
407.07,72.04,92.69,11.93,859.52,4781107.0,Steel_AISI_1020,200000,0.29,350,7850,8164.65,16161.62,16.33,8080.81,0,0,36.48,35.77,9.59,0.1958,0.000182
426.26,75.92,95.13,13.59,1031.44,5446199.19,Titanium_Ti6Al4V,113800,0.342,880,4430,8668.69,17171.72,17.35,8585.86,1,1,23.28,22.83,37.8,0.3683,0.000205
445.45,79.8,97.56,15.24,1216.2,6175463.99,Copper_C11000,117000,0.355,220,8940,9172.73,18181.82,18.37,9090.91,2,2,29.4,28.84,7.48,0.3813,0.000251
464.65,83.67,100.0,16.9,1413.79,6972789.12,Stainless_Steel_304,193000,0.29,215,8000,9676.77,19191.92,19.39,9595.96,0,0,32.32,31.72,6.65,0.245,0.000167
483.84,87.55,5.0,18.55,1624.22,911.99,Aluminum_6061,69000,0.33,276,2700,10180.81,20202.02,20.41,10101.01,1,1,63.42,62.29,4.35,6219.4183,0.000919
503.03,91.43,7.44,20.21,1847.49,3132.57,Steel_AISI_1020,200000,0.29,350,7850,10684.85,21212.12,21.43,10606.06,2,2,38.32,37.67,9.13,736.0922,0.000192
522.22,95.31,9.87,21.86,2083.59,7640.61,Titanium_Ti6Al4V,113800,0.342,880,4430,11188.89,22222.22,22.45,11111.11,0,0,31.69,31.18,27.77,620.7655,0.000278
541.41,99.18,12.31,23.52,2332.53,15409.51,Copper_C11000,117000,0.355,220,8940,11692.93,23232.32,23.47,11616.16,1,1,18.79,18.51,11.71,348.2131,0.000161
560.61,103.06,14.74,25.17,2594.3,27524.77,Stainless_Steel_304,193000,0.29,215,8000,12196.97,24242.42,24.49,12121.21,2,2,21.0,20.72,10.24,136.6628,0.000109
579.8,106.94,17.18,26.83,2868.91,45183.99,Aluminum_6061,69000,0.33,276,2700,12701.01,25252.53,25.51,12626.26,0,0,32.49,32.11,8.49,267.8431,0.000471
598.99,110.82,19.62,28.48,3156.35,69696.82,Steel_AISI_1020,200000,0.29,350,7850,13205.05,26262.63,26.53,13131.31,1,1,13.05,12.92,26.81,68.5628,6.5e-05
618.18,114.69,22.05,30.14,3456.64,102485.05,Titanium_Ti6Al4V,113800,0.342,880,4430,13709.09,27272.73,27.55,13636.36,2,2,16.38,16.24,53.73,93.3532,0.000144
637.37,118.57,24.49,31.79,3769.75,145082.52,Copper_C11000,117000,0.355,220,8940,14213.13,28282.83,28.57,14141.41,0,0,34.04,33.82,6.46,72.7528,0.000291
656.57,122.45,26.92,33.45,4095.71,199135.18,Stainless_Steel_304,193000,0.29,215,8000,14717.17,29292.93,29.59,14646.46,1,1,10.56,10.51,20.36,36.2999,5.5e-05
675.76,126.33,29.36,35.1,4434.5,266401.07,Aluminum_6061,69000,0.33,276,2700,15221.21,30303.03,30.61,15151.52,2,2,13.74,13.7,20.09,85.416,0.000199
694.95,130.2,31.79,36.76,4786.12,348750.3,Steel_AISI_1020,200000,0.29,350,7850,15725.25,31313.13,31.63,15656.57,0,0,35.99,35.96,9.72,25.2436,0.00018
714.14,134.08,34.23,38.41,5150.58,448165.09,Titanium_Ti6Al4V,113800,0.342,880,4430,16229.29,32323.23,32.65,16161.62,1,1,8.99,9.0,97.87,38.5872,7.9e-05
733.33,137.96,36.67,40.07,5527.88,566739.73,Copper_C11000,117000,0.355,220,8940,16733.33,33333.33,33.67,16666.67,2,2,11.9,11.94,18.49,33.0692,0.000102
752.53,141.84,39.1,41.72,5918.02,706680.63,Stainless_Steel_304,193000,0.29,215,8000,17237.37,34343.43,34.69,17171.72,0,0,38.18,38.37,5.63,17.861,0.000198
771.72,145.71,41.54,43.38,6320.99,870306.26,Aluminum_6061,69000,0.33,276,2700,17741.41,35353.54,35.71,17676.77,1,1,7.86,7.92,35.11,44.943,0.000114
790.91,149.59,43.97,45.03,6736.79,1060047.19,Steel_AISI_1020,200000,0.29,350,7850,18245.45,36363.64,36.73,18181.82,2,2,10.51,10.61,33.3,14.0668,5.3e-05
810.1,153.47,46.41,46.69,7165.43,1278446.09,Titanium_Ti6Al4V,113800,0.342,880,4430,18749.49,37373.74,37.76,18686.87,0,0,40.51,40.95,21.72,22.5961,0.000356
829.29,157.35,48.85,48.34,7606.91,1528157.69,Copper_C11000,117000,0.355,220,8940,19253.54,38383.84,38.78,19191.92,1,1,7.0,7.08,31.45,20.2214,6e-05
848.48,161.22,51.28,50.0,8061.22,1811948.84,Stainless_Steel_304,193000,0.29,215,8000,19757.58,39393.94,39.8,19696.97,2,2,9.42,9.55,22.82,11.3456,4.9e-05
867.68,165.1,53.72,2.0,330.2,2132698.46,Aluminum_6061,69000,0.33,276,2700,20261.62,40404.04,40.82,20202.02,0,0,186.52,189.39,1.48,29.5273,0.002703
886.87,168.98,56.15,3.66,617.65,2493397.58,Steel_AISI_1020,200000,0.29,350,7850,20765.66,41414.14,41.84,20707.07,1,1,89.59,91.08,3.91,9.5239,0.000448
906.06,172.86,58.59,5.31,917.93,2897149.3,Titanium_Ti6Al4V,113800,0.342,880,4430,21269.7,42424.24,42.86,21212.12,2,2,86.86,88.4,10.13,15.7167,0.000763
925.25,176.73,61.03,6.97,1231.05,3347168.81,Copper_C11000,117000,0.355,220,8940,21773.74,43434.34,43.88,21717.17,0,0,75.44,76.85,2.92,14.4111,0.000645
944.44,180.61,63.46,8.62,1557.0,3846783.4,Stainless_Steel_304,193000,0.29,215,8000,22277.78,44444.44,44.9,22222.22,1,1,38.09,38.83,5.64,8.2657,0.000197
963.64,184.49,65.9,10.28,1895.79,4399432.44,Aluminum_6061,69000,0.33,276,2700,22781.82,45454.55,45.92,22727.27,2,2,45.0,45.9,6.13,21.9475,0.000652
982.83,188.37,68.33,11.93,2247.42,5008667.41,Steel_AISI_1020,200000,0.29,350,7850,23285.86,46464.65,46.94,23232.32,0,0,62.06,63.32,5.64,7.21,0.00031
1002.02,192.24,70.77,13.59,2611.88,5678151.84,Titanium_Ti6Al4V,113800,0.342,880,4430,23789.9,47474.75,47.96,23737.37,1,1,24.25,24.74,36.29,12.0998,0.000213
1021.21,196.12,73.21,15.24,2989.18,6411661.39,Copper_C11000,117000,0.355,220,8940,24293.94,48484.85,48.98,24242.42,2,2,30.44,31.06,7.23,11.2675,0.00026
1040.4,200.0,75.64,16.9,3379.31,7213083.78,Stainless_Steel_304,193000,0.29,215,8000,24797.98,49494.95,50.0,24747.47,0,0,59.25,60.43,3.63,6.5555,0.000307
1059.6,10.0,78.08,18.55,185.52,396631.15,Aluminum_6061,69000,0.33,276,2700,25302.02,50505.05,0.0,25252.53,1,1,363.63,370.74,0.76,359.5912,0.00527
1078.79,13.88,80.51,20.21,280.42,603568.7,Steel_AISI_1020,200000,0.29,350,7850,25806.06,51515.15,1.02,25757.58,2,2,345.5,352.02,1.01,87.8082,0.001728
1097.98,17.76,82.95,21.86,388.16,844444.21,Titanium_Ti6Al4V,113800,0.342,880,4430,26310.1,52525.25,2.04,26262.63,0,0,186.51,189.86,4.72,118.6668,0.001639
1117.17,21.63,85.38,23.52,508.74,1122192.65,Copper_C11000,117000,0.355,220,8940,26814.14,53535.35,3.06,26767.68,1,1,141.12,143.51,1.56,93.3382,0.001206
1136.36,25.51,87.82,25.17,642.15,1439861.08,Stainless_Steel_304,193000,0.29,215,8000,27318.18,54545.45,4.08,27272.73,2,2,160.44,162.96,1.34,47.3413,0.000831
1155.56,29.39,90.26,26.83,788.4,1800608.66,Aluminum_6061,69000,0.33,276,2700,27822.22,55555.56,5.1,27777.78,0,0,99.09,100.51,2.79,113.5542,0.001436
1174.75,33.27,92.69,28.48,947.49,2207706.63,Steel_AISI_1020,200000,0.29,350,7850,28326.26,56565.66,6.12,28282.83,1,1,80.47,81.49,4.35,34.2305,0.000402
1193.94,37.14,95.13,30.14,1119.41,2664538.32,Titanium_Ti6Al4V,113800,0.342,880,4430,28830.3,57575.76,7.14,28787.88,2,2,97.67,98.76,9.01,53.3459,0.000858
1213.13,41.02,97.56,31.79,1304.17,3174599.14,Copper_C11000,117000,0.355,220,8940,29334.34,58585.86,8.16,29292.93,0,0,65.62,66.24,3.35,46.564,0.000561
1232.32,44.9,100.0,33.45,1501.76,3741496.6,Stainless_Steel_304,193000,0.29,215,8000,29838.38,59595.96,9.18,29797.98,1,1,53.8,54.2,4.0,25.5839,0.000279
1251.52,48.78,5.0,35.1,1712.19,508.08,Aluminum_6061,69000,0.33,276,2700,30342.42,60606.06,10.2,30303.03,2,2,321.56,323.36,0.86,562372.9267,0.00466
1270.71,52.65,7.44,36.76,1935.45,1804.03,Steel_AISI_1020,200000,0.29,350,7850,30846.46,61616.16,11.22,30808.08,0,0,51.15,51.33,6.84,58259.0391,0.000256
1289.9,56.53,9.87,38.41,2171.56,4532.01,Titanium_Ti6Al4V,113800,0.342,880,4430,31350.51,62626.26,12.24,31313.13,1,1,88.1,88.25,9.99,43414.5735,0.000774
1309.09,60.41,12.31,40.07,2420.49,9385.22,Copper_C11000,117000,0.355,220,8940,31854.55,63636.36,13.27,31818.18,2,2,74.54,74.51,2.95,21700.8119,0.000637
1328.28,64.29,14.74,41.72,2682.27,17168.92,Stainless_Steel_304,193000,0.29,215,8000,32358.59,64646.46,14.29,32323.23,0,0,41.97,41.87,5.12,7646.3008,0.000217
1347.47,68.16,17.18,43.38,2956.88,28800.48,Aluminum_6061,69000,0.33,276,2700,32862.63,65656.57,15.31,32828.28,1,1,41.07,40.9,6.72,13544.3794,0.000595
1366.67,72.04,19.62,45.03,3244.32,45309.35,Steel_AISI_1020,200000,0.29,350,7850,33366.67,66666.67,16.33,33333.33,2,2,46.47,46.18,7.53,3152.5329,0.000232
1385.86,75.92,22.05,46.69,3544.6,67837.08,Titanium_Ti6Al4V,113800,0.342,880,4430,33870.71,67676.77,17.35,33838.38,0,0,37.41,37.11,23.52,3924.2182,0.000329
1405.05,79.8,24.49,48.34,3857.72,97637.29,Copper_C11000,117000,0.355,220,8940,34374.75,68686.87,18.37,34343.43,1,1,28.56,28.29,7.7,2809.7241,0.000244
1424.24,83.67,26.92,50.0,4183.67,136075.71,Stainless_Steel_304,193000,0.29,215,8000,34878.79,69696.97,19.39,34848.48,2,2,35.32,34.92,6.09,1293.7484,0.000183
1443.43,87.55,29.36,2.0,175.1,184630.14,Aluminum_6061,69000,0.33,276,2700,35382.83,70707.07,20.41,35353.54,0,0,578.14,570.64,0.48,2820.8529,0.008379
1462.63,91.43,31.79,3.66,334.19,244890.49,Steel_AISI_1020,200000,0.29,350,7850,35886.87,71717.17,21.43,35858.59,1,1,296.39,292.13,1.18,775.3519,0.001482
1481.82,95.31,34.23,5.31,506.11,318558.74,Titanium_Ti6Al4V,113800,0.342,880,4430,36390.91,72727.27,22.45,36363.64,2,2,279.75,275.38,3.15,1106.0239,0.002458
1501.01,99.18,36.67,6.97,690.87,407448.98,Copper_C11000,117000,0.355,220,8940,36894.95,73737.37,23.47,36868.69,0,0,161.63,158.92,1.36,887.2834,0.001381
1520.2,103.06,39.1,8.62,888.46,513487.37,Stainless_Steel_304,193000,0.29,215,8000,37398.99,74747.47,24.49,37373.74,1,1,117.01,114.95,1.84,449.8756,0.000606
1539.39,106.94,41.54,10.28,1098.89,638712.16,Aluminum_6061,69000,0.33,276,2700,37903.03,75757.58,25.51,37878.79,2,2,134.87,132.39,2.05,1065.4174,0.001955
1558.59,110.82,43.97,11.93,1322.15,785273.71,Steel_AISI_1020,200000,0.29,350,7850,38407.07,76767.68,26.53,38383.84,0,0,95.75,93.93,3.66,314.5996,0.000479
1577.78,114.69,46.41,13.59,1558.25,955434.44,Titanium_Ti6Al4V,113800,0.342,880,4430,38911.11,77777.78,27.55,38888.89,1,1,69.64,68.29,12.64,477.8001,0.000612
1596.97,118.57,48.85,15.24,1807.19,1151568.89,Copper_C11000,117000,0.355,220,8940,39415.15,78787.88,28.57,39393.94,2,2,85.46,83.79,2.57,405.083,0.00073
1616.16,122.45,51.28,16.9,2068.97,1376163.68,Stainless_Steel_304,193000,0.29,215,8000,39919.19,79797.98,29.59,39898.99,0,0,71.56,70.16,3.0,215.7141,0.000371
1635.35,126.33,53.72,18.55,2343.57,1631817.49,Aluminum_6061,69000,0.33,276,2700,40423.23,80808.08,30.61,40404.04,1,1,48.13,47.2,5.73,533.7447,0.000698
1654.55,130.2,56.15,20.21,2631.02,1921241.13,Steel_AISI_1020,200000,0.29,350,7850,40927.27,81818.18,31.63,40909.09,2,2,60.94,59.78,5.74,163.9303,0.000305
1673.74,134.08,58.59,21.86,2931.3,2247257.49,Titanium_Ti6Al4V,113800,0.342,880,4430,41431.31,82828.28,32.65,41414.14,0,0,60.69,59.57,14.5,257.97,0.000533
1692.93,137.96,61.03,23.52,3244.42,2612801.52,Copper_C11000,117000,0.355,220,8940,41935.35,83838.38,33.67,41919.19,1,1,36.01,35.37,6.11,225.8652,0.000308
1712.12,141.84,63.46,25.17,3570.37,3020920.3,Stainless_Steel_304,193000,0.29,215,8000,42439.39,84848.48,34.69,42424.24,2,2,46.46,45.68,4.63,123.8554,0.000241
1731.31,145.71,65.9,26.83,3909.16,3474772.97,Aluminum_6061,69000,0.33,276,2700,42943.43,85858.59,35.71,42929.29,0,0,55.67,54.79,4.96,314.7801,0.000807
1750.51,149.59,68.33,28.48,4260.79,3977630.78,Steel_AISI_1020,200000,0.29,350,7850,43447.47,86868.69,36.73,43434.34,1,1,28.31,27.9,12.36,99.0857,0.000142
1769.7,153.47,70.77,30.14,4625.25,4532877.05,Titanium_Ti6Al4V,113800,0.342,880,4430,43951.52,87878.79,37.76,43939.39,2,2,37.0,36.51,23.79,159.4973,0.000325
1788.89,157.35,73.21,31.79,5002.55,5144007.21,Copper_C11000,117000,0.355,220,8940,44455.56,88888.89,38.78,44444.44,0,0,53.62,53.0,4.1,142.5995,0.000458
1808.08,161.22,75.64,33.45,5392.68,5814628.76,Stainless_Steel_304,193000,0.29,215,8000,44959.6,89898.99,39.8,44949.49,1,1,23.03,22.8,9.34,79.7269,0.000119
1827.27,165.1,78.08,35.1,5795.65,6548461.3,Aluminum_6061,69000,0.33,276,2700,45463.64,90909.09,40.82,45454.55,2,2,30.38,30.13,9.08,206.3142,0.00044
1846.46,168.98,80.51,36.76,6211.46,7349336.52,Steel_AISI_1020,200000,0.29,350,7850,45967.68,91919.19,41.84,45959.6,0,0,53.22,52.89,6.58,66.0448,0.000266
1865.66,172.86,82.95,38.41,6640.1,8221198.19,Titanium_Ti6Al4V,113800,0.342,880,4430,46471.72,92929.29,42.86,46464.65,1,1,19.22,19.13,45.79,107.9982,0.000169
1884.85,176.73,85.38,40.07,7081.58,9168102.19,Copper_C11000,117000,0.355,220,8940,46975.76,93939.39,43.88,46969.7,2,2,25.54,25.48,8.61,97.9931,0.000218
1904.04,180.61,87.82,41.72,7535.89,10194216.46,Stainless_Steel_304,193000,0.29,215,8000,47479.8,94949.49,44.9,47474.75,0,0,53.8,53.77,4.0,55.5545,0.000279
1923.23,184.49,90.26,43.38,8003.04,11303821.05,Aluminum_6061,69000,0.33,276,2700,47983.84,95959.6,45.92,47979.8,1,1,16.36,16.38,16.87,145.6602,0.000237
1942.42,188.37,92.69,45.03,8483.03,12501308.1,Steel_AISI_1020,200000,0.29,350,7850,48487.88,96969.7,46.94,48484.85,2,2,21.87,21.95,16.0,47.2108,0.000109
1961.62,192.24,95.13,46.69,8975.85,13791181.83,Titanium_Ti6Al4V,113800,0.342,880,4430,48991.92,97979.8,47.96,48989.9,0,0,54.98,55.28,16.01,78.1149,0.000483
1980.81,196.12,97.56,48.34,9481.51,15178058.55,Copper_C11000,117000,0.355,220,8940,49495.96,98989.9,48.98,49494.95,1,1,14.16,14.26,15.54,71.6767,0.000121
2000.0,200.0,100.0,50.0,10000.0,16666666.67,Stainless_Steel_304,193000,0.29,215,8000,50000.0,100000.0,50.0,50000.0,2,2,19.02,19.19,11.31,41.0714,9.9e-05
100.0,10.0,5.0,2.0,20.0,104.17,Aluminum_6061,69000,0.33,276,2700,100.0,0.0,0.0,0.0,0,0,13.77,13.92,20.05,4.5872,0.0002
119.19,13.88,7.44,3.66,50.72,475.48,Steel_AISI_1020,200000,0.29,350,7850,604.04,1010.1,1.02,505.05,1,1,36.11,36.57,9.69,3.5405,0.000181
138.38,17.76,9.87,5.31,94.29,1423.41,Titanium_Ti6Al4V,113800,0.342,880,4430,1108.08,2020.2,2.04,1010.1,2,2,48.26,48.94,18.23,5.9581,0.000424
157.58,21.63,12.31,6.97,150.68,3360.92,Copper_C11000,117000,0.355,220,8940,1612.12,3030.3,3.06,1515.15,0,0,31.58,32.07,6.97,5.2648,0.00027
176.77,25.51,14.74,8.62,219.92,6813.06,Stainless_Steel_304,193000,0.29,215,8000,2116.16,4040.4,4.08,2020.2,1,1,27.95,28.42,7.69,2.914,0.000145
195.96,29.39,17.18,10.28,301.98,12416.97,Aluminum_6061,69000,0.33,276,2700,2620.2,5050.51,5.1,2525.25,2,2,34.53,35.14,7.99,7.536,0.0005
215.15,33.27,19.62,11.93,396.89,20921.88,Steel_AISI_1020,200000,0.29,350,7850,3124.24,6060.61,6.12,3030.3,0,0,24.84,25.31,14.09,2.433,0.000124
234.34,37.14,22.05,13.59,504.63,33189.11,Titanium_Ti6Al4V,113800,0.342,880,4430,3628.28,7070.71,7.14,3535.35,1,1,20.32,20.71,43.32,4.0421,0.000179
253.54,41.02,24.49,15.24,625.21,50192.06,Copper_C11000,117000,0.355,220,8940,4132.32,8080.81,8.16,4040.4,2,2,25.84,26.36,8.51,3.7477,0.000221
272.73,44.9,26.92,16.9,758.62,73016.23,Stainless_Steel_304,193000,0.29,215,8000,4636.36,9090.91,9.18,4545.45,0,0,21.88,22.32,9.83,2.1804,0.000113
291.92,48.78,29.36,18.55,904.87,102859.22,Aluminum_6061,69000,0.33,276,2700,5140.4,10101.01,10.2,5050.51,1,1,15.81,16.13,17.46,5.8857,0.000229
311.11,52.65,31.79,20.21,1063.95,141030.68,Steel_AISI_1020,200000,0.29,350,7850,5644.44,11111.11,11.22,5555.56,2,2,20.54,20.95,17.04,1.9687,0.000103
330.3,56.53,34.23,21.86,1235.88,188952.4,Titanium_Ti6Al4V,113800,0.342,880,4430,6148.48,12121.21,12.24,6060.61,0,0,21.26,21.69,41.39,3.3674,0.000187
349.49,60.41,36.67,23.52,1420.63,248158.23,Copper_C11000,117000,0.355,220,8940,6652.53,13131.31,13.27,6565.66,1,1,12.93,13.18,17.02,3.1982,0.00011
368.69,64.29,39.1,25.17,1618.23,320294.1,Stainless_Steel_304,193000,0.29,215,8000,7156.57,14141.41,14.29,7070.71,2,2,17.04,17.36,12.62,1.8984,8.8e-05
